Title	Description	Sentiment	Category
‘Dancing With The Stars’ Week 9: Record Number Of Voters Send Someone Home On Taylor Swift Night	"Admit it: you started this episode knowing who was going to go home, right? If you are a true student of Dancing with the Stars, you should be able to predict the order in which the celebs are given the boot. Sure, there is the occasional misstep; many of you…"	2	Global influence
'Dancing With the Stars' 2023 Spoilers: Who Went Home on Night Nine? See Here!	SPOILER ALERT – Do not continue reading if you don’t want to know what happened on Dancing With the Stars’ latest episode! Episode nine of Dancing With the Stars just aired on ABC on Tuesday (November 21). 6 contestants competed on the show for week eight on …	2	Global influence
Dancing with the Stars 32x9	32x9: A Celebration of Taylor SwiftThe six remaining couples dance to the music of Taylor Swift; guest judge Mandy Moore.partner dances Alyson & Sasha - cha cha (7+7+8+7=29)Ariana & Pasha - rumba (9+9+9+10=37)Jason & Daniella - Argentine tango (10+10+10+10=40…	2	Global influence
Did Harry Jowsey Kiss Rylee Arnold During Their ‘DWTS’ Rumba? He Says ...	"Harry Jowsey is clearing the air on his speculated kiss with Rylee Arnold during Dancing With the Stars’ Taylor Swift Night. “Oh no, we didn’t kiss during the dance,” Jowsey, 26, said to Entertainment Weekly in a Wednesday, November 22, interview. The reality…"	2	Global influence
‘Dancing With the Stars’ Semi-Finalists Revealed After Taylor Swift Night	"It feels like the perfect night… to send another couple home. On Tuesday night’s “Dancing With the Stars,” each pair took on a Taylor Swift song. Mandy Moore, the lead choreographer on the “Eras Tour” joined the ballroom as the guest judge and was very impres…"	2	Global influence
‘Dancing With the Stars’ Week 9: Jason Mraz Retakes the Lead on Taylor Swift Night	This article contains spoilers for the Nov. 21 episode of “Dancing With the Stars” The remaining six couples danced to songs by Taylor Swift on Tuesday night of “Dancing With the Stars.” Eras tour choreographer Mandy Moore sat in as guest judge. Swift herself…	2	Global influence
Why Swifties apparently mobilized to vote Harry Jowsey off Dancing With the Stars on Taylor Swift night	Don't doubt the Swifties.	2	Global influence
How These Under 30 Cofounders Are Taking Part In The Women’s Health Revolution	"The Future of Women's Health and a Taylor Swift-Themed Cruise, plus more from the Forbes 30 Under 30 community."	2	Global influence
"Instead of Taylor Swift beat reporters, we need Nextdoor beat reporters"	"It’s time for a local news version of the much-cited Willie Sutton quote (about why he robs banks). In addition to creating news websites and trying to lure people to […] The post Instead of Taylor Swift beat reporters, we need Nextdoor beat reporters appeare…"	2	Miscellaneous Facts
"Instead of Taylor Swift beat reporters, we need Nextdoor beat reporters"	"It’s time for a local news version of the much-cited Willie Sutton quote (about why he robs banks). In addition to creating news websites and trying to lure people to visit them, we should place reporters where readers already are. And where are they? Nextdoo…"	2	Miscellaneous Facts
Fact Check: Taylor Swift Was Photographed Eating Ice Cream as Children Cry?	An image shared in November 2023 authentically showed Taylor Swift holding an ice cream cone as children cry beside her.	2	Miscellaneous Facts
"Marvel President Addresses Harry Styles' Return to Franchise, Taylor Swift 'Deadpool 3' Rumors"	"What are the chances of Harry Styles returning to the Marvel Cinematic Universe and Taylor Swift joining it? Marvel president Kevin Feige just addressed both rumors! If you forgot, the 29-year-old “Watermelon Sugar” superstar made his introduction to the MCU …"	2	Miscellaneous Facts
"John Mayer's Famous Exes Include Taylor Swift, Jennifer Aniston & More: Full Dating History Revealed!"	"We’re taking a look back at John Mayer‘s love life! Back in November 2022, the 45-year-old “Free Fallin’” singer sparked romance rumors with this 22-year-old actress after they reportedly spent over four hours together “hanging out” at a restaurant. PHOTOS: C…"	2	Miscellaneous Facts
Brittany Mahomes Shares Look Into Girls’ Night Out With Taylor Swift	This squad already has a big reputation.  And they're continuing to prove just how fabulous they are. Brittany Mahomes recently gave an inside look into her recent night out with her new...	2	Miscellaneous Facts
Taylor Swift accused of witchcraft by MAGA pastor Hank Kunneman	"Hank Kunneman is employed as a MAGA pastor. It's not bad work if you can stomach spouting uncreative and discredited conspiracy theories to dimwitted, credulous, and perpetually enraged Trump worshippers. If you know who Kunneman is, you probably remember him…"	3	Miscellaneous Facts
Taylor Swift Debuts On Brittany Mahomes' Instagram W/ Boozy Photo	Taylor Swift and Brittany Mahomes' friendship is Instagram official ... 'cause the wife of the Chiefs superstar QB finally shared a personal pic from their weekend in NYC where the singer spent some quality time with a few fellow K.C. WAGS! Of…	2	Miscellaneous Facts
Taylor Swift & Magic Johnson’s Financial Playbook: Compounding Wealth Like Billionaires	Taylor Swift and Magic Johnson are newly-minted billionaires through their talent. But this simple investment strategy could offer anyone a path to wealth.	2	Miscellaneous Facts
Taylor Swift Was Out Enjoying New York City With Her Ladies	As she should! The post Taylor Swift Was Out Enjoying New York City With Her Ladies first appeared on Go Fug Yourself.	2	Miscellaneous Facts
The Beatles Dethrone Taylor Swift On Spotify	"The Beatles are back with their first new single in decades, and their fans are showing up to support the tune."	2	Miscellaneous Facts
Elon Musk appears to have given up on trying to camouflage his private-jet travels with an FAA program used by Jeff Bezos and Taylor Swift	"Elon Musk had signed up for the FAA's PIA program that allows private jet owners to fly incognito, but he appears to have stopped using it for now."	2	Miscellaneous Facts
Taylor Swift earnings visualized with bracelet beads	Bloomberg estimates that Taylor Swift reached billionaire status with her recent touring and music releases. Swift achieved the milestone mostly with music. Bloomberg provides the visual splits wit…	2	Miscellaneous Facts
This Spotify hack transformed my music — thanks to Taylor Swift	"In the world of music streaming, every note and nuance counts. And thanks to Taylor Swift, indirectly, I've found a hidden setting that you need to turn OFF to have the best experience with your music on Spotify."	1	Miscellaneous Facts
"Taylor Swift, Brent Faiyaz, Silvana Estrada, and More: This Week’s Pitchfork Selects Playlist"	"Our weekly playlist highlights songs that our writers, editors, and contributors are listening to on repeat"	1	Miscellaneous Facts
Celebrities Attend The Renaissance: A Film by Beyoncé Red Carpet Premiere	"Michelle Williams poses for photos at the premiere of Beyoncé's #Renaissance concert film. pic.twitter.com/5VNCbvpYxK — Variety (@Variety) November 26, 2023 Celebrities are out tonight, attending the red  chrome carpet premiere for Renaissance: A Film by B…"	2	Miscellaneous Facts
"60% off Select Taylor Swift Vinyls, 50% off Select Kodak Film Cameras, 50% off Select Pre-Loved Zimmermann @ eBay"	Part of eBay Black Friday's Test your knowledge 60% off* Taylor Swift vinyls  1 txn pp. Max disc $39. Select items. 130 codes available. T&Cs apply Q: Name Taylor Swift's second album A: FEARLESS 50% off* Kodak film cameras  1 txn pp. Max disc $50…	2	Miscellaneous Facts
Deadpool 3: Ryan Reynolds Loves Taylor Swift MCU Rumors	"After receiving the prestigious Order of British Columbia, Deadpool star Ryan Reynolds addressed recent Taylor Swift MCU rumors for the highly-anticipated third installment. Speaking with Vancouver Sun, Reynolds didn’t confirm nor deny Swift’s involvement in …"	1	Miscellaneous Facts
DEADPOOL 3 Officially Resumes Shooting As Ryan Reynolds Chimes In On Recent Taylor Swift Rumors	"One of Deadpool 3's executive producers has confirmed that the Marvel Studios threequel has resumed shooting in the UK, while Ryan Reynolds has broken his silence on rumours of a Taylor Swift cameo..."	2	Miscellaneous Facts
Is Taylor Swift in Deadpool 3? Ryan Reynolds has his say	Deadpool 3 star Ryan Reynolds shares cryptic reaction to Taylor Swift cameo rumors	2	Miscellaneous Facts
Beyoncé Drops Surprise Second Trailer for ‘Renaissance’ Tour Film	"Beyoncé fans already have Friday, December 1 marked on their calendars. That’s the day the polymath’s concert documentary, Renaissance: A Film by Beyoncé, is set to hit theaters—and the day when the concert film box office records set by Taylor Swift: The Era…"	2	Miscellaneous Facts
"Ryan Reynolds Breaks Silence on ‘Deadpool 3’ Cameo, “Loves” Taylor Swift Rumors"	"The infamous Merc with a Mouth is gearing up for his long-awaited return in Sony Pictures and Marvel Studios’ Deadpool 3, which, after being subject to a bit of reshuffling, now has an official 2024 release date. Ryan Reynolds’ titular anti-hero aside, a diff…"	1	Miscellaneous Facts
Beyoncé Hypes ‘Renaissance’ Tour Film With New Trailer During Macy’s Thanksgiving Day Parade	"The season is upon us, by which we mean the concert tour movie season. While it’s unlikely she’ll be able to top the surprise success of Taylor Swift’s “Eras Tour” film, Beyoncé’s getting the hype out by dropping a brand new trailer. She did it in what was to…"	2	Miscellaneous Facts
"Record Store Day Black Friday’s Most Wanted: Olivia Rodrigo’s Must-Have EP, Plus Vinyl Exclusives From Noah Kahan, Nas, Joni Mitchell and More"	“Brutal out there” may be a good description for how Record Store Day Black Friday will feel for those customers who have their appetites set only on the limited-edition piece that Olivia Rodrigo has coming out for the occasion. Rodrigo is essentially playing…	2	Miscellaneous Facts
Fans mock Tony Romo after reaction to Dolly Parton performance: Dolly is hotter than Taylor Swift	"Tony Romo, part of the CBS team covering the Dallas Cowboys&apos; Thanksgiving game, witnessed Dolly Parton&apos;s captivating halftime show, where she wore a bedazzled Cowboys che"	3	Miscellaneous Facts
Ryan Reynolds breaks silence on Taylor Swift's Deadpool 3 role: Here’s what he revealed	"In the expansive Marvel Cinematic Universe, buzz surrounds rumors of Taylor Swift possibly portraying Dazzler in Deadpool 3. Ryan Reynolds, Deadpool's lead has addressed the speculation."	2	Miscellaneous Facts
Bankers turn up in $600 sneakers for a chance at Golden Goose IPO	"Bankers are vying for roles in Golden Goose's initial public offering, with at least 20 banks wearing Golden Goose sneakers during pitch meetings. The luxury Italian shoemaker's $600 sneakers are worn by celebrities like Selena Gomez and Taylor Swift."	2	Miscellaneous Facts
Joe Biden Mistakes Britney Spears for Taylor Swift in Pre-Thanksgiving Speech	"Joe Biden got a little mixed up in his pre-Thanksgiving speech. During the annual turkey pardoning on Monday (November 20), which also happened to be his 81st birthday, the President talked about the difficult journey the turkeys went through after traveling …"	2	Miscellaneous Facts
"Biden turns 81, pardons turkeys, confuses Taylor Swift with Britney Spears"	"""That's a big bird, man. I'm impressed"" Biden said during the ceremony where he confused Britney Spears and Taylor Swift."	2	Miscellaneous Facts
Biden Confuses Taylor Swift With Britney Spears in Awkward Turkey Pardon Moment	"Leah Millis/Reuters In a lighthearted pre-Thanksgiving ceremony where Joe Biden granted pardons to turkeys Liberty and Bell at the White House on Monday, the president (gasp!) appeared to confuse Taylor Swift with Britney Spears. In a reference to the more t…"	2	Miscellaneous Facts
Biden Confuses Taylor Swift With Britney Spears After Joking About His Age On His 81st Birthday	Biden quipped about “turning 60” during the White House annual Thanksgiving turkey pardon Monday.	2	Miscellaneous Facts
"Biden Struggles Through Incomprehensible Joke About Taylor Swift, Britney Spears, and Brazil at Turkey Pardoning"	President Joe Biden struggled through an incomprehensible joke about Taylor Swift’s concert in Rio de Janeiro during the turkey pardoning ceremony at the White House on Monday after a woman died due to the heat at Swift’s performance there on Friday night. Bi…	2	Miscellaneous Facts
Joe Biden Says Britney Spears is Touring in Brazil	"Joe Biden mistakes Taylor Swift for Britney Spears in turkey pardoning speech:“This is harder than getting a ticket to the Renaissance tour, or for Britney’s tour…it’s kind of warm in Brazil right now” pic.twitter.com/voifWHqLG6 — Pop Crave (@PopCrave) Novem…"	2	Miscellaneous Facts
"‘We don’t hold anything back’: meet the Old Gays, TikTok’s most influential pensioners"	"No written description quite captures the joy-inducing positivity of their online videos: bopping along to Taylor Swift in slinky striped swimwear; countless dance trends and TikTok challenges, completed in various seductive states of undress. Twirling and wh…"	2	Miscellaneous Facts
Hollywood's Biggest Celebs Fly High In Their Private Jets	"It's The Only Way We Fly!!! Hollywood's biggest stars are flying high these days ... eschewing commercial air travel for a more luxurious and lavish experience ... in their own private aircrafts. Big-time celebs like Kim Kardashian, Taylor Swift, Beyoncé, Joh…"	2	Miscellaneous Facts
‘Renaissance: A Film By Beyonce’ Hopes To Pull In More Than The Single Ladies With $20M+ Opening	"EXCLUSIVE: So AMC’s second concert movie, Renaissance: Film by Beyonce hit tracking recently with a $20M opening projection. You’ll remember that the No. 1 circuit in the world, which is distributing the movie to other exhibitors through Variance (who was tap…"	2	Miscellaneous Facts
Drake shouts out Taylor Swift on surprise release	"Well, it looks like Drake’s tummy isn’t hurting so much anymore. Just weeks after announcing he’d be taking an extended break from music to deal with some health complications—specifically the fact that he’d been having “the craziest problems for years with […"	1	Music Releases
Drake Honors Taylor Swift With His New Song ‘Red Button’	"Drake raps about Taylor Swift on his new song ""Red Button,"" which is featured as part of his just-released Scry Hours 3 collection."	1	Music Releases
Is the Taylor Swift Reputation (Taylor’s Version) Release Date November 26?	"Fans are hyped for the Taylor Swift Reputation (Taylor’s Version) release date, with many believing that it will be coming out on November 26, 2023. Here’s the latest information about the potential launch date of this new TV album. Is the Reputation (Taylor’…"	2	Music Releases
Drake Praises Taylor Swift: “Only One Could Make Me Drop the Album Just a Little Later”	"The rapper shouts out the fellow pop star on his new Scary Hours 3 cut ""Red Button."" Drake Praises Taylor Swift: “Only One Could Make Me Drop the Album Just a Little Later” Eddie Fu"	1	Music Releases
Drake's 'Red Button' Lyrics Mention Taylor Swift & Pushing Back Album Because of Her	"Drake just dropped his new album Scary Hours 3 and it features the song “Red Button,” which mentions Taylor Swift. After throwing some shade at the success of Taylor‘s album Midnights last year, Drake is now admitting that she’s the only person who can get hi…"	1	Music Releases
Easter eggs that hint at Taylor Swift dropping ‘reputation’ next	This time the Swifties are guessing that the musical sensation is going to announce that she will be rereleasing her “reputation” album next	2	Music Releases
Drake Shouts Out Taylor Swift on New Song for ‘Scary Hours 3’ Album: Listen	The rapper made sure to praise the 'Anti-Hero' songstress and revealed that he postponed his album for her on his new record released on November 16.	1	Music Releases
"A Taylor Swift song is the best investment advice for 2024, Goldman Sachs says"	This isn't the first time Taylor Swift has occupied the head space of Wall Street forecasters and economists this year.	1	Music Releases
"Diane Warren Touts Cool ’80 For Brady’ Cast, Singers & Taylor Swift – Sound & Screen Film"	"Diane Warren lined up an all-star girl group including Debbie Harry, Dolly Parton, Belinda Carlisle, Cyndi Lauper and Gloria Estefan to sing “Gonna Be You,” from the film 80 for Brady. “I love great artists,” Warren said Thursday at Deadline’s Sound and Scree…"	2	Music Releases
"‘The Buccaneers’ Director Susanna White Talks ‘Bridgerton’ Comparisons & Taylor Swift, Reveals Feature Developed For BFI About Her Teen Years"	EXCLUSIVE: Veteran British director Susanna White has revealed she’s working on debut feature film based on her teenage life in the fashion world as she gears up for today’s launch of Apple TV+ period drama The Buccaneers. White is developing an untitled scri…	2	Music Releases
Kelly Clarkson Says Taylor Swift Sends Her Flowers After Every Re-Recording Release	"Kelly Clarkson knows all too well how sweet Taylor Swift is. The superstar revealed to E! News that the “Anti-Hero” superstar sends her gifts after album releases. “You know what’s so funny? She just sent me flowers,” The Kelly Clarkson Show host shared. “She…"	1	Music Releases
Why Taylor Swift Sends Kelly Clarkson Flowers After Every Re-Recording	"Now this gesture is so gorgeous. Kelly Clarkson recently revealed the sweet gift she received from Taylor Swift and fans won't be able to shake it off. ""You know what's so funny? She just sent me..."	2	Music Releases
Taylor Swift swerves expectations again with new 1989 track “Slut!”	The prologue to 1989 (Taylor’s Version) explains exactly the kind of scrutiny that the original 1989 album was made under. “I had become the target of slut shaming—the intensity and relentlessness of which would be criticized and called out if it happened tod…	1	Music Releases
"9 New Albums You Should Listen to Now: Taylor Swift, Sofia Kourtesis, and More"	"Stream new releases from Taylor Swift, Sofia Kourtesis, the Mountain Goats, Ragana, Shabazz Palaces, Murda Beatz & Shordie Shordie, Ryan Davis & the Roadhouse Band, María José Llergo, and New Age Doom & Tuvaband"	1	Music Releases
Kendrick Lamar and Taylor Swift Re-Record “Bad Blood” for 1989 (Taylor’s Version): Listen	"“Watching [Kendrick Lamar] create and record his verses on the Bad Blood remix was one of the most inspiring experiences of my life,” Swift gushed"	2	Music Releases
Is Taylor Swift About to Announce ‘Reputation (Taylor’s Version)’?	Taylor Swift has seemingly dropped hints that she plans to announce ‘Reputation (Taylor’s Version)’ during one of her Brazil ‘Eras Tour’ concerts	2	Music Releases
Lana Del Rey Explains What Happened to First Version of Taylor Swift Collab 'Snow On the Beach'	"Lana Del Rey is dishing on what really went down on the first version of her Taylor Swift collaboration “Snow On the Beach,” which is on the Midnights album. The 38-year-old songstress is featured on the track, but after it initially came out, fans noticed th…"	2	Music Releases
"Drake Is Not Only Competing Against Taylor Swift, He’s Leveraging Her Name For Another Hit"	"Drake name-dropped Taylor Swift on his new song ""Red Button,"" which is featured on the Scary Hours edition of his album For All The Dogs. That's a smart move on his part."	2	Music Releases
Taylor Swift Blocks The Beatles From Hitting No. 1	"The Beatles had two albums looking to hit No. 1 in the U.K., but neither of them could compete with Taylor Swift's '1989 (Taylor's Version).'"	2	Musical Accomplishments
Jung Kook Blocked From Making Billboard History By Taylor Swift	"Jung Kook's debut album 'Golden' has made a strong entry on the Billboard 200 chart, but it couldn't compete with Taylor Swift's '1989 (Taylor's Version).'"	2	Musical Accomplishments
Taylor Swift Matches One Of BTS’s Most Impressive Chart Feats	"Taylor Swift and BTS are the only musical acts to hit No. 1 on the Hot 100, then replace themselves with another single...then see that first win return to the summit."	1	Musical Accomplishments
Britney Spears Remembers Meeting Taylor Swift For The First Time & Calls Her “The Most Iconic Pop Woman Of Our Generation”	Britney Spears is known as the Princess of Pop and is giving Taylor Swift her flowers calling her “the most iconic pop woman of our generation.” Spears took to social media to share a throwback from 20 years ago posing in a photo with Swift before the “Bad Bl…	1	Musical Accomplishments
Taylor Swift Ensures That No Men Chart A Top 10 Hit This Week	"Not a single male artist can be found inside the top 10 on the Hot 100 this week, as Taylor Swift, Doja Cat and SZA dominate the highest reaches of the chart."	2	Musical Accomplishments
Taylor Swift Replaces Herself At No. 1 On The Hot 100–Again	"Taylor Swift's single ""Cruel Summer"" rebounds to No. 1 on the Hot 100, taking over for ""Is It Over Now?,"" which debuted atop the tally last week."	1	Musical Accomplishments
Taylor Swift Is Inching Closer To A Billboard Chart Record No One Wants	Taylor Swift has now seen nine different songs stop at No. 2 on the Hot 100—one rung shy of becoming chart-toppers.	3	Musical Accomplishments
Taylor Swift Smashes Records All The Time–But She Can’t Quite Catch Adele	Taylor Swift's new album '1989 (Taylor's Version)' scored the second-largest debut in Billboard 200 history among women...coming in behind only Adele's '25.'	3	Musical Accomplishments
The Taylor Swift phenomenon	How did the 33-year-old pop star build a record-shattering global music empire?	2	Musical Accomplishments
Gracie Abrams Reveals She & Taylor Swift 'Screamed at Each Other Over Text' About Their Grammy Nominations	"Gracie Abrams is opening up about how she and Taylor Swift reacted to their Grammy nominations! On Friday (November 10), the 24-year-old singer-songwriter was nominated for Best New Artist, and the 33-year-old Grammys veteran received six nominations in major…"	2	Musical Accomplishments
"Taylor Swift Gets Dinner With Gracie Abrams, Hours After Arriving Back in NYC From Argentina! (Photos)"	Taylor Swift and Gracie Abrams just grabbed dinner together and they definitely had something to celebrate – their Grammy nominations! The 33-year-old “Cruel Summer” singer and the 24-year-old “”I Know It Won’t Work” singer were seen leaving a meal at Freeman…	2	Musical Accomplishments
Taylor Swift Named Apple Music's Artist of the Year	"Apple today announced that Taylor Swift has been named Apple Music's Artist of the Year for 2023 after reaching ""a new realm of superstardom this year."" Swift released a new album last month called 1989 (Taylor's Version), and she has been on tour this y…"	1	Musical Accomplishments
Taylor Swift Sets Grammy Awards Record With ‘Anti-Hero’ Nomination	The “Midnights” singer received six nominations in all.	1	Musical Accomplishments
Taylor Swift named the Apple Music Artist of the Year: ‘2023 (Taylor’s Version)’	"Apple has named Taylor Swift the Apple Music Artist of the Year for 2023. “Across the charts, streams, and concert stadiums filled with screaming, bracelet-wearing super fans, Swift undeniably reached a new realm of superstardom this year,” Apple explains.  …"	1	Musical Accomplishments
Apple Music celebrates Taylor Swift as the Artist of the Year for 2023	"Taylor Swift has been named Apple Music's 2023 Artist of the Year, setting record-breaking milestones and receiving the prestigious Apple Music Award.Throughout the year, Swift achieved remarkable feats such as chart-topping songs, massive streaming numbers, …"	1	Musical Accomplishments
"Grammy Nominations 2024: Taylor Swift, SZA, Phoebe Bridgers, and Victoria Monét Lead Nominees"	"Billie Eilish, Olivia Rodrigo, and Miley Cyrus also netted multiple nominations this year"	1	Musical Accomplishments
"Taylor Swift, SZA, and Lana Del Rey Nominated for Album of the Year at the 2024 Grammys"	"Also in the running are Olivia Rodrigo, Boygenius, Janelle Monáe, Miley Cyrus, and Jon Batiste"	1	Musical Accomplishments
"Album Of The Year Grammy Nominees Include boygenius, Lana Del Rey, Olivia Rodrigo, Taylor Swift"	"This year’s Grammy nominations are coming out this morning, and we now know who will compete for the year’s biggest prize. Eight albums have been nominated in the Album Of The Year category, and most of them are both critical and commercial heavyweights. Just…"	1	Musical Accomplishments
Taylor Swift Matches One Of Michael Jackson’s Most Impressive Billboard Chart Records	"Taylor Swift collects her third Hot 100 No. 1 of 2023 with ""Is It Over Now?"" and in doing so, manages a very odd and very rare chart feat."	1	Musical Accomplishments
Taylor Swift Breaks The Record For The Most Song Of The Year Grammy Nominations	"""Anti-Hero"" gives Taylor Swift her seventh Song of the Year Grammy nomination, which breaks her tie with Paul McCartney and Lionel Richie for the most ever."	1	Musical Accomplishments
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women	"Taylor Swift collects her sixth Album of the Year Grammy nomination, tying Barbra Streisand for the most nods among women ever."	1	Musical Accomplishments
Taylor Swift Breaks Her Hot 100 Tie With And BTS Ariana Grande	"Taylor Swift's new single ""Is It Over Now?"" starts its time on the Hot 100 at No. 1, giving the singer her sixth debut atop the competitive Billboard chart."	1	Musical Accomplishments
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees"	"There aren't many shocks in the Album of the Year category at this year's Grammys, with names like Taylor Swift, SZA and Olivia Rodrigo leading the charge."	1	Musical Accomplishments
"2024 Grammy Predictions: Taylor Swift, SZA And ‘Barbie’ For Album Of The Year"	Will Taylor Swift win the Album of the Year Grammy for a record-setting fourth time in 2024? She certainly seems like a lock for a nomination.	1	Musical Accomplishments
Taylor Swift Ties Bad Bunny As She Claims The No. 1 Song In The World	"Taylor Swift's ""Is It Over Now?"" is the biggest song in the world, and this week doesn't mark the first time she's hit No. 1 on the Billboard Global 200."	1	Musical Accomplishments
Can Jung Kook Beat Taylor Swift To No. 1 On Next Week’s Billboard Charts?	"Taylor Swift's '1989 (Taylor's Version)' is all but guaranteed to hold at No. 1 for a second week, but predictions for Jung Kook's 'Golden' have been growing."	2	Musical Accomplishments
Taylor Swift is Apple Music 2023 Artist of the Year	"Apple Music has crowned Taylor Swift as Artist of the Year for 2023, a testament to her unwavering popularity and the sheer volume of her streaming success. With a record-setting 65 songs on Apple Music's Global Daily Top 100 within just ten months, Swift's r…"	1	Musical Accomplishments
Taylor Swift Ties The Record For The Most Album Of The Year Grammy Noms Among Women	"Taylor Swift’s latest full-length album of original material, Midnights, is a contender for the Album of the Year Grammy. This comes as a surprise to absolutely no one, as the set was named as a likely nominee from the moment it dropped — and perhaps even ear…"	1	Musical Accomplishments
Taylor Swift Takes A Large Bite Out Of 2023: Named Apple Music's Artist Of The Year	"Taylor Swift was named Apple Music's Artist of the Year, solidifying her status as a global music phenomenon. Throughout the year, Swift achieved unprecedented success with 65 of her songs dominating Apple Music's Global Daily Top 100 in the first 10 months, …"	1	Musical Accomplishments
"Taylor Swift, SZA And Jon Batiste: These Are The Album Of The Year Grammy Nominees"	"What makes a release the album of the year is completely up to interpretation by Grammy voters, and that’s what has made it so difficult to predict in the past few years. The trophy has gone to some surprising titles and artists recently, but there aren’t too…"	1	Musical Accomplishments
"Taylor Swift defeats Taylor Swift, also everybody else, with sales for 1989 (Taylor's Version)"	"Taylor Swift has now officially beaten pretty much the only person on the planet giving her a real fight for pop music dominance at the moment: Herself. This is per Deadline, reporting on the first serious sales numbers for Swift’s latest release, the (Taylor…"	1	Musical Accomplishments
Taylor Swift Lands Biggest Sales Week of Her Career With 1989 (Taylor’s Version)	The album’s No. 1 debut on the Billboard 200 is the best an album has done in sales subce Adele’s 25	1	Musical Accomplishments
Taylor Swift Tops ‘Canceled’ 2023 MTV EMA Awards	"Taylor Swift, Nicki Minaj, Jung Kook and Maneskin win big at ‘canceled’ 2023 MTV EMA Awards - see full winners list"	1	Musical Accomplishments
Taylor Swift Takes 8 of the Top 10 on the Hot 100	"Swift holds most of the chart following the release of 1989 (Taylor's Version), with ""Is It Over Now?"" dethroning ""Cruel Summer"" for Number One"	1	Musical Accomplishments
"MTV EMAs 2023 Winners: Taylor Swift, Jung Kook and More"	"At teatime, everybody agrees—that Taylor Swift is the top winner at the 2023 MTV EMAs. While the originally scheduled Nov. 6 ceremony in Paris was ultimately canceled, the network still marked the..."	1	Musical Accomplishments
Taylor Swift Further Proves She Can Sell An Album Like No Musician In History	Taylor Swift has seen six different albums move at least one million copies in a single week—the most among all acts. Her new set 1989 (Taylor's Version) is the latest.	1	Musical Accomplishments
Taylor Swift Claims The Three Bestselling Albums In America In 2023	"Taylor Swift now claims the top three bestselling albums in the U.S. in 2023, led by 1989 (Taylor's Version). It's followed by Midnights and Speak Now (Taylor's Version)."	1	Musical Accomplishments
Taylor Swift Ties Whitney Houston With Her Latest No. 1 Single	"Taylor Swift's new single ""Is It Over Yet?"" marks her eleventh song to hit No. 1 on the Hot 100—the fourth most among all solo female artists."	1	Musical Accomplishments
Taylor Swift Claims Half Of All The Top 40 Songs In America This Week	Taylor Swift charts 20 top 40 hits on the Hot 100 this week as she invades the ranking with songs from her new album 1989 (Taylor's Version).	1	Musical Accomplishments
Taylor Swift Scores The Biggest Debut Of The Year With ‘1989 (Taylor’s Version)’	Taylor Swift is back at No. 1 on the Billboard 200 with 1989 (Taylor's Version). The re-recorded take of her pop blockbuster 1989 debuts in first place on the ranking of the top-consumed albums in the U.S. with the largest starting sum of 2023 by a significan…	1	Musical Accomplishments
Taylor Swift May Replace Herself Atop The Hot 100 Next Week	"Taylor Swift may replace herself at No. 1 on the Hot 100 net week, swapping ""Is It Over Now?"" for current ruler ""Cruel Summer."""	1	Musical Accomplishments
Taylor Swift Breaks The Record For The Largest Vinyl Sales Week Ever With ‘1989 (Taylor’s Version)	"Taylor Swift's 1989 (Taylor's Version) has sold at least 580,000 copies on vinyl alone in less than a week, which is a new record in America."	1	Musical Accomplishments
Taylor Swift Breaks Her Tie With Justin Bieber As ‘Cruel Summer’ Gains Again	"Taylor Swift's single ""Cruel Summer"" becomes the most-streamed song in America for the first time this week, helping her make history once more."	1	Musical Accomplishments
Is Taylor Swift the 'Person of the Year' and the best thing happening to America?	"Taylor Swift has been named &quot;Person of the Year&quot; by Wall Street Journal columnist Peggy Noonan. In an op-ed headlined &quot;We Should All Give Thanks for Taylor Swift,&qu"	1	Musical Accomplishments
Every Song That Went to No. 1 in 2023	"Artists like Miley Cyrus, Taylor Swift, and Drake defined pop music this year, reigning atop the Hot 100 chart for multiple weeks."	1	Musical Accomplishments
The Official UK Top 100 Singles Chart (2023.11.23)	"Tracklist:01. Jack Harlow - Lovin On Me (New Entry)02. Dua Lipa - Houdini (New Entry)03. cassö, RAYE, D-Block Europe - Prada04. Tate McRae - greedy05. Noah Kahan - Stick Season06. The Beatles - Now And Then07. Taylor Swift - Is It Over Now? (Taylor's Version)…"	1	Musical Accomplishments
Taylor Swift Extends Australian Chart Streak With ‘1989 (Taylor’s Version)’	"Taylor Swift makes it a full month at No. 1 in Australia with 1989 (Taylor’s Version) (via Universal), now the longest reigning of her four re-recorded albums. Swift’s latest hit LP holds off Stray Kids’ Rock-Star (Ing/Universal), unchanged at No. 2, while ho…"	1	Musical Accomplishments
Taylor Swift reigns for full month at No. 1 in Australia with 1989 (Taylor’s Version)	"Taylor Swift, one the most globally renowned American musicians has topped the charts in Australia as her latest album “1989 (Taylor’s Version)” has been on the number one position in the country for a whole month. As per reports, this re-recorded album has r…"	1	Musical Accomplishments
"ARIA Charts: Taylor Swift, Jack Harlow Extend Reigns"	Homegrown rapper Chillinit bags the highest score of the week with his mixtape “420DNA.”	1	Musical Accomplishments
